timestamp_ms,cpu_frame_ms,cpu_world_ms,cpu_gen_ms,cpu_mesh_ms,cpu_upload_ms,cpu_render_submit_ms,cpu_wait_ms,chunks_loaded,chunks_visible,chunks_meshed,mesh_jobs_pending,gen_jobs_pending,io_jobs_pending,io_jobs_dropped,bytes_uploaded,draw_calls,triangles,player_x,player_y,player_z
14891,6.903,0.000,0.000,0.000,0.000,0.000,0.000,1365,438,58,0,6,0,0,0,438,13108,357.8,200.0,-158.6
14907,7.594,0.000,0.000,0.000,0.000,0.000,0.000,1371,436,58,0,6,0,0,0,436,12362,358.5,200.0,-158.9
14922,7.011,0.000,0.000,0.000,0.000,0.000,0.000,1377,438,58,0,1,0,0,0,438,12366,359.2,200.0,-159.3
14938,6.570,0.000,0.000,0.000,0.000,0.000,0.000,1378,436,58,0,0,0,0,0,436,11476,359.9,200.0,-159.7
14954,6.531,0.000,0.000,0.000,0.000,0.000,0.000,1378,434,58,0,0,0,0,0,434,11472,360.7,200.0,-160.1
15024,6.419,0.000,0.000,0.000,0.000,0.000,0.000,1351,435,52,0,6,0,0,0,435,11474,361.4,200.0,-160.4
15031,60.351,0.000,0.000,0.000,0.000,0.000,0.000,1357,434,52,0,6,0,0,0,434,11472,364.1,200.0,-161.8
15048,7.088,0.000,0.000,0.000,0.000,0.000,0.000,1363,438,52,0,6,0,0,0,438,11480,364.8,200.0,-162.2
15063,7.043,0.000,0.000,0.000,0.000,0.000,0.000,1369,439,52,0,6,0,0,0,439,11482,365.5,200.0,-162.5
15080,6.707,0.000,0.000,0.000,0.000,0.000,0.000,1375,445,52,0,3,0,0,0,445,10602,366.2,200.0,-162.9
15095,6.987,0.000,0.000,0.000,0.000,0.000,0.000,1378,447,52,0,0,0,0,0,447,7982,366.9,200.0,-163.2
15111,6.719,0.000,0.000,0.000,0.000,0.000,0.000,1378,447,52,0,0,0,0,0,447,7982,367.6,200.0,-163.6
15132,6.520,0.000,0.000,0.000,0.000,0.000,0.000,1378,446,52,0,0,0,0,0,446,6888,368.4,200.0,-163.9
15193,11.458,0.000,0.000,0.000,0.000,0.000,0.000,1348,448,40,0,6,0,0,0,448,6892,369.4,200.0,-164.4
15204,50.728,0.000,0.000,0.000,0.000,0.000,0.000,1354,446,40,0,6,0,0,0,446,6290,371.7,200.0,-165.5
15244,10.532,0.000,0.000,0.000,0.000,0.000,0.000,1360,449,40,0,6,0,0,0,449,5690,373.6,200.0,-166.4
15260,7.946,0.000,0.000,0.000,0.000,0.000,0.000,1366,443,40,0,6,0,0,0,443,4852,374.4,200.0,-166.8
15276,6.929,0.000,0.000,0.000,0.000,0.000,0.000,1372,443,40,0,5,0,0,0,443,4852,375.1,200.0,-167.1
15291,7.123,0.000,0.000,0.000,0.000,0.000,0.000,1377,445,40,0,0,0,0,0,445,4856,375.8,200.0,-167.4
15307,7.102,0.000,0.000,0.000,0.000,0.000,0.000,1377,443,40,0,0,0,0,0,443,4852,376.5,200.0,-167.8
15322,6.641,0.000,0.000,0.000,0.000,0.000,0.000,1377,443,40,0,0,0,0,0,443,4852,377.2,200.0,-168.1
15339,6.606,0.000,0.000,0.000,0.000,0.000,0.000,1377,444,40,0,0,0,0,0,444,4854,377.9,200.0,-168.4
15361,7.600,0.000,0.000,0.000,0.000,0.000,0.000,1377,443,40,0,0,0,0,0,443,3938,378.9,200.0,-168.8
15401,8.691,0.000,0.000,0.000,0.000,0.000,0.000,1377,442,40,0,0,0,0,0,442,3936,380.8,200.0,-169.7
15417,7.048,0.000,0.000,0.000,0.000,0.000,0.000,1377,443,40,0,0,0,0,0,443,3244,381.5,200.0,-170.0
15432,7.141,0.000,0.000,0.000,0.000,0.000,0.000,1377,441,40,0,0,0,0,0,441,2024,382.2,200.0,-170.3
15448,6.579,0.000,0.000,0.000,0.000,0.000,0.000,1377,440,40,0,0,0,0,0,440,2022,383.0,200.0,-170.6
15463,6.318,0.000,0.000,0.000,0.000,0.000,0.000,1377,442,40,0,0,0,0,0,442,2026,383.7,200.0,-170.9
15478,6.296,0.000,0.000,0.000,0.000,0.000,0.000,1377,438,40,0,0,0,0,0,438,1436,384.4,200.0,-171.2
15540,6.331,0.000,0.000,0.000,0.000,0.000,0.000,1341,437,29,0,6,0,0,0,437,1434,385.1,200.0,-171.5
15551,52.577,0.000,0.000,0.000,0.000,0.000,0.000,1347,437,29,0,6,0,0,0,437,1434,387.7,200.0,-172.6
15566,6.612,0.000,0.000,0.000,0.000,0.000,0.000,1353,436,29,0,6,0,0,0,436,1432,388.4,200.0,-172.9
15582,6.401,0.000,0.000,0.000,0.000,0.000,0.000,1359,435,29,0,6,0,0,0,435,1430,389.1,200.0,-173.2
15598,6.950,0.000,0.000,0.000,0.000,0.000,0.000,1365,438,29,0,6,0,0,0,438,1436,389.9,200.0,-173.5
15613,6.834,0.000,0.000,0.000,0.000,0.000,0.000,1371,437,29,0,6,0,0,0,437,1434,390.6,200.0,-173.8
15629,6.354,0.000,0.000,0.000,0.000,0.000,0.000,1377,440,29,0,1,0,0,0,440,1440,391.3,200.0,-174.1
15644,7.692,0.000,0.000,0.000,0.000,0.000,0.000,1378,437,29,0,0,0,0,0,437,1434,392.0,200.0,-174.4
15659,6.314,0.000,0.000,0.000,0.000,0.000,0.000,1378,437,29,0,0,0,0,0,437,1434,392.7,200.0,-174.7
15674,6.367,0.000,0.000,0.000,0.000,0.000,0.000,1378,437,29,0,0,0,0,0,437,1434,393.4,200.0,-175.0
15697,5.851,0.000,0.000,0.000,0.000,0.000,0.000,1378,438,29,0,0,0,0,0,438,1436,394.3,200.0,-175.3
15736,10.632,0.000,0.000,0.000,0.000,0.000,0.000,1378,435,29,0,0,0,0,0,435,870,396.3,200.0,-176.1
15807,7.157,0.000,0.000,0.000,0.000,0.000,0.000,1351,431,24,0,6,0,0,0,431,862,397.0,200.0,-176.3
15814,63.106,0.000,0.000,0.000,0.000,0.000,0.000,1357,431,24,0,6,0,0,0,431,862,400.0,200.0,-177.4
15829,6.137,0.000,0.000,0.000,0.000,0.000,0.000,1363,438,24,0,6,0,0,0,438,876,400.7,200.0,-177.7
15890,6.367,0.000,0.000,0.000,0.000,0.000,0.000,1338,438,15,0,6,0,0,0,438,876,401.4,200.0,-178.0
15899,52.105,0.000,0.000,0.000,0.000,0.000,0.000,1344,445,15,0,6,0,0,0,445,890,404.0,200.0,-178.9
15919,6.335,0.000,0.000,0.000,0.000,0.000,0.000,1350,444,15,0,6,0,0,0,444,888,404.9,200.0,-179.2
15934,6.238,0.000,0.000,0.000,0.000,0.000,0.000,1356,445,15,0,6,0,0,0,445,890,405.6,200.0,-179.5
15950,6.139,0.000,0.000,0.000,0.000,0.000,0.000,1362,449,15,0,6,0,0,0,449,898,406.4,200.0,-179.7
15965,6.327,0.000,0.000,0.000,0.000,0.000,0.000,1368,447,15,0,5,0,0,0,447,894,407.1,200.0,-180.0
15980,6.480,0.000,0.000,0.000,0.000,0.000,0.000,1373,448,15,0,0,0,0,0,448,896,407.8,200.0,-180.2
15996,5.960,0.000,0.000,0.000,0.000,0.000,0.000,1373,449,15,0,0,0,0,0,449,898,408.5,200.0,-180.5
16011,6.381,0.000,0.000,0.000,0.000,0.000,0.000,1373,447,15,0,0,0,0,0,447,894,409.3,200.0,-180.7
16031,6.235,0.000,0.000,0.000,0.000,0.000,0.000,1373,447,15,0,0,0,0,0,447,894,410.0,200.0,-181.0
16050,10.336,0.000,0.000,0.000,0.000,0.000,0.000,1373,447,15,0,0,0,0,0,447,894,411.0,200.0,-181.3
16081,7.791,0.000,0.000,0.000,0.000,0.000,0.000,1373,447,15,0,0,0,0,0,447,894,412.6,200.0,-181.8
16101,6.132,0.000,0.000,0.000,0.000,0.000,0.000,1373,448,15,0,0,0,0,0,448,896,413.6,200.0,-182.1
16117,5.905,0.000,0.000,0.000,0.000,0.000,0.000,1373,449,15,0,0,0,0,0,449,898,414.3,200.0,-182.4
16132,6.473,0.000,0.000,0.000,0.000,0.000,0.000,1373,446,15,0,0,0,0,0,446,892,415.0,200.0,-182.6
16148,6.524,0.000,0.000,0.000,0.000,0.000,0.000,1373,444,15,0,0,0,0,0,444,888,415.7,200.0,-182.8
16163,6.381,0.000,0.000,0.000,0.000,0.000,0.000,1373,444,15,0,0,0,0,0,444,888,416.5,200.0,-183.1
16232,6.284,0.000,0.000,0.000,0.000,0.000,0.000,1337,442,8,0,6,0,0,0,442,884,417.2,200.0,-183.3
16239,60.008,0.000,0.000,0.000,0.000,0.000,0.000,1343,441,8,0,6,0,0,0,441,882,420.1,200.0,-184.2
16254,5.673,0.000,0.000,0.000,0.000,0.000,0.000,1349,442,8,0,6,0,0,0,442,884,420.8,200.0,-184.4
16269,6.400,0.000,0.000,0.000,0.000,0.000,0.000,1355,441,8,0,6,0,0,0,441,882,421.6,200.0,-184.6
16285,6.055,0.000,0.000,0.000,0.000,0.000,0.000,1361,443,8,0,6,0,0,0,443,886,422.3,200.0,-184.8
16305,6.550,0.000,0.000,0.000,0.000,0.000,0.000,1367,443,8,0,6,0,0,0,443,886,423.1,200.0,-185.0
16323,10.518,0.000,0.000,0.000,0.000,0.000,0.000,1373,442,8,0,1,0,0,0,442,884,424.1,200.0,-185.3
16358,7.473,0.000,0.000,0.000,0.000,0.000,0.000,1374,442,8,0,0,0,0,0,442,884,425.9,200.0,-185.8
16374,6.308,0.000,0.000,0.000,0.000,0.000,0.000,1374,442,8,0,0,0,0,0,442,884,426.6,200.0,-186.0
16390,6.185,0.000,0.000,0.000,0.000,0.000,0.000,1374,442,8,0,0,0,0,0,442,884,427.4,200.0,-186.3
16405,6.860,0.000,0.000,0.000,0.000,0.000,0.000,1374,442,8,0,0,0,0,0,442,884,428.1,200.0,-186.5
16420,6.224,0.000,0.000,0.000,0.000,0.000,0.000,1374,441,8,0,0,0,0,0,441,882,428.8,200.0,-186.7
16435,6.483,0.000,0.000,0.000,0.000,0.000,0.000,1374,439,8,0,0,0,0,0,439,878,429.5,200.0,-186.9
16450,6.136,0.000,0.000,0.000,0.000,0.000,0.000,1374,439,8,0,0,0,0,0,439,878,430.3,200.0,-187.1
16469,5.961,0.000,0.000,0.000,0.000,0.000,0.000,1374,439,8,0,0,0,0,0,439,878,431.0,200.0,-187.2
16488,9.532,0.000,0.000,0.000,0.000,0.000,0.000,1374,440,8,0,0,0,0,0,440,880,432.0,200.0,-187.5
16576,7.347,0.000,0.000,0.000,0.000,0.000,0.000,1337,436,1,0,6,0,0,0,436,872,433.8,200.0,-188.0
16585,58.890,0.000,0.000,0.000,0.000,0.000,0.000,1343,436,1,0,6,0,0,0,436,872,436.8,200.0,-188.7
16600,5.980,0.000,0.000,0.000,0.000,0.000,0.000,1349,437,1,0,6,0,0,0,437,874,437.6,200.0,-188.9
16615,6.339,0.000,0.000,0.000,0.000,0.000,0.000,1355,437,1,0,6,0,0,0,437,874,438.3,200.0,-189.1
16631,5.761,0.000,0.000,0.000,0.000,0.000,0.000,1361,439,1,0,6,0,0,0,439,878,439.0,200.0,-189.3
16646,6.787,0.000,0.000,0.000,0.000,0.000,0.000,1367,437,1,0,6,0,0,0,437,874,439.8,200.0,-189.4
16661,6.127,0.000,0.000,0.000,0.000,0.000,0.000,1373,436,1,0,4,0,0,0,436,872,440.5,200.0,-189.6
16676,6.147,0.000,0.000,0.000,0.000,0.000,0.000,1377,434,1,0,0,0,0,0,434,868,441.2,200.0,-189.8
16695,5.890,0.000,0.000,0.000,0.000,0.000,0.000,1377,435,1,0,0,0,0,0,435,870,442.0,200.0,-190.0
16714,10.073,0.000,0.000,0.000,0.000,0.000,0.000,1377,435,1,0,0,0,0,0,435,870,443.0,200.0,-190.2
16749,7.271,0.000,0.000,0.000,0.000,0.000,0.000,1377,436,1,0,0,0,0,0,436,872,444.8,200.0,-190.6
16764,5.987,0.000,0.000,0.000,0.000,0.000,0.000,1377,433,1,0,0,0,0,0,433,866,445.5,200.0,-190.8
16779,5.490,0.000,0.000,0.000,0.000,0.000,0.000,1377,433,1,0,0,0,0,0,433,866,446.3,200.0,-190.9
16794,5.658,0.000,0.000,0.000,0.000,0.000,0.000,1377,433,1,0,0,0,0,0,433,866,447.0,200.0,-191.1
16809,5.880,0.000,0.000,0.000,0.000,0.000,0.000,1377,432,1,0,0,0,0,0,432,864,447.8,200.0,-191.2
16825,5.865,0.000,0.000,0.000,0.000,0.000,0.000,1377,432,1,0,0,0,0,0,432,864,448.5,200.0,-191.4
16897,6.095,0.000,0.000,0.000,0.000,0.000,0.000,1338,432,0,0,6,0,0,0,432,864,449.2,200.0,-191.5
16903,63.621,0.000,0.000,0.000,0.000,0.000,0.000,1344,429,0,0,6,0,0,0,429,858,452.4,200.0,-192.2
16976,5.374,0.000,0.000,0.000,0.000,0.000,0.000,1326,435,0,0,6,0,0,0,435,870,453.1,200.0,-192.3
16987,63.130,0.000,0.000,0.000,0.000,0.000,0.000,1332,438,0,0,6,0,0,0,438,876,456.3,200.0,-192.9
17018,9.737,0.000,0.000,0.000,0.000,0.000,0.000,1338,435,0,0,6,0,0,0,435,870,458.0,200.0,-193.2
17033,7.067,0.000,0.000,0.000,0.000,0.000,0.000,1344,437,0,0,6,0,0,0,437,874,458.7,200.0,-193.4
17049,6.028,0.000,0.000,0.000,0.000,0.000,0.000,1350,444,0,0,6,0,0,0,444,888,459.5,200.0,-193.5
17064,6.268,0.000,0.000,0.000,0.000,0.000,0.000,1356,443,0,0,6,0,0,0,443,886,460.3,200.0,-193.6
17079,6.060,0.000,0.000,0.000,0.000,0.000,0.000,1362,447,0,0,6,0,0,0,447,894,461.0,200.0,-193.7
17094,6.032,0.000,0.000,0.000,0.000,0.000,0.000,1368,445,0,0,3,0,0,0,445,890,461.7,200.0,-193.9
17110,5.957,0.000,0.000,0.000,0.000,0.000,0.000,1371,446,0,0,0,0,0,0,446,892,462.5,200.0,-194.0
17124,6.837,0.000,0.000,0.000,0.000,0.000,0.000,1371,446,0,0,0,0,0,0,446,892,463.2,200.0,-194.1
17143,5.895,0.000,0.000,0.000,0.000,0.000,0.000,1371,445,0,0,0,0,0,0,445,890,464.0,200.0,-194.2
17161,10.396,0.000,0.000,0.000,0.000,0.000,0.000,1371,444,0,0,0,0,0,0,444,888,465.0,200.0,-194.4
17247,6.785,0.000,0.000,0.000,0.000,0.000,0.000,1340,444,0,0,6,0,0,0,444,888,466.8,200.0,-194.7
17257,56.228,0.000,0.000,0.000,0.000,0.000,0.000,1346,444,0,0,6,0,0,0,444,888,469.8,200.0,-195.1
17273,5.971,0.000,0.000,0.000,0.000,0.000,0.000,1352,448,0,0,6,0,0,0,448,896,470.6,200.0,-195.2
17288,5.620,0.000,0.000,0.000,0.000,0.000,0.000,1358,449,0,0,6,0,0,0,449,898,471.3,200.0,-195.3
17303,5.584,0.000,0.000,0.000,0.000,0.000,0.000,1364,451,0,0,6,0,0,0,451,902,472.1,200.0,-195.4
17318,5.989,0.000,0.000,0.000,0.000,0.000,0.000,1370,450,0,0,3,0,0,0,450,900,472.8,200.0,-195.5
17334,5.734,0.000,0.000,0.000,0.000,0.000,0.000,1373,447,0,0,0,0,0,0,447,894,473.6,200.0,-195.7
17349,5.585,0.000,0.000,0.000,0.000,0.000,0.000,1373,448,0,0,0,0,0,0,448,896,474.3,200.0,-195.8
17365,6.042,0.000,0.000,0.000,0.000,0.000,0.000,1373,447,0,0,0,0,0,0,447,2664,475.1,200.0,-195.8
17383,6.444,0.000,0.000,0.000,0.000,0.000,0.000,1373,449,0,0,0,0,0,0,449,2668,475.9,200.0,-195.9
17401,9.855,0.000,0.000,0.000,0.000,0.000,0.000,1373,449,0,0,0,0,0,0,449,2668,476.9,200.0,-196.1
17436,6.868,0.000,0.000,0.000,0.000,0.000,0.000,1373,449,0,0,0,0,0,0,449,2668,478.7,200.0,-196.3
17451,5.780,0.000,0.000,0.000,0.000,0.000,0.000,1373,443,0,0,0,0,0,0,443,2656,479.4,200.0,-196.4
17466,5.531,0.000,0.000,0.000,0.000,0.000,0.000,1373,440,0,0,0,0,0,0,440,2650,480.2,200.0,-196.5
17540,5.820,0.000,0.000,0.000,0.000,0.000,0.000,1335,440,0,0,6,0,0,0,440,2650,480.9,200.0,-196.5
17546,64.211,0.000,0.000,0.000,0.000,0.000,0.000,1341,441,0,0,6,0,0,0,441,2652,484.1,200.0,-196.9
17561,5.463,0.000,0.000,0.000,0.000,0.000,0.000,1347,445,0,0,6,0,0,0,445,1724,484.9,200.0,-197.0
17576,5.719,0.000,0.000,0.000,0.000,0.000,0.000,1353,444,0,0,6,0,0,0,444,1722,485.6,200.0,-197.0
17595,5.643,0.000,0.000,0.000,0.000,0.000,0.000,1359,447,0,0,6,0,0,0,447,1728,486.4,200.0,-197.1
17614,10.309,0.000,0.000,0.000,0.000,0.000,0.000,1365,447,0,0,6,0,0,0,447,1728,487.4,200.0,-197.2
17651,7.696,0.000,0.000,0.000,0.000,0.000,0.000,1371,447,0,0,3,0,0,0,447,1728,489.3,200.0,-197.4
17666,6.325,0.000,0.000,0.000,0.000,0.000,0.000,1374,447,0,0,0,0,0,0,447,1728,490.1,200.0,-197.4
17681,5.792,0.000,0.000,0.000,0.000,0.000,0.000,1374,445,0,0,0,0,0,0,445,1724,490.9,200.0,-197.5
17697,6.304,0.000,0.000,0.000,0.000,0.000,0.000,1374,445,0,0,0,0,0,0,445,4948,491.6,200.0,-197.5
17711,6.879,0.000,0.000,0.000,0.000,0.000,0.000,1374,445,0,0,0,0,0,0,445,4948,492.3,200.0,-197.6
17726,5.924,0.000,0.000,0.000,0.000,0.000,0.000,1374,444,0,0,0,0,0,0,444,4946,493.1,200.0,-197.7
17741,6.002,0.000,0.000,0.000,0.000,0.000,0.000,1374,444,0,0,0,0,0,0,444,4946,493.9,200.0,-197.7
17757,5.973,0.000,0.000,0.000,0.000,0.000,0.000,1374,443,0,0,0,0,0,0,443,4944,494.6,200.0,-197.8
17779,6.645,0.000,0.000,0.000,0.000,0.000,0.000,1374,440,0,0,0,0,0,0,440,4938,495.6,200.0,-197.8
17804,9.016,0.000,0.000,0.000,0.000,0.000,0.000,1374,439,0,0,0,0,0,0,439,4936,497.0,200.0,-197.9
17892,5.591,0.000,0.000,0.000,0.000,0.000,0.000,1334,438,0,0,6,0,0,0,438,4100,498.4,200.0,-198.0
17898,65.796,0.000,0.000,0.000,0.000,0.000,0.000,1340,437,0,0,6,0,0,0,437,4098,501.7,200.0,-198.2
17913,5.405,0.000,0.000,0.000,0.000,0.000,0.000,1346,441,0,0,6,0,0,0,441,4106,502.4,200.0,-198.2
17928,5.625,0.000,0.000,0.000,0.000,0.000,0.000,1352,441,0,0,6,0,0,0,441,3444,503.2,200.0,-198.3
17943,5.701,0.000,0.000,0.000,0.000,0.000,0.000,1358,443,0,0,6,0,0,0,443,3448,503.9,200.0,-198.3
17959,5.998,0.000,0.000,0.000,0.000,0.000,0.000,1364,443,0,0,6,0,0,0,443,3448,504.7,200.0,-198.3
17976,5.901,0.000,0.000,0.000,0.000,0.000,0.000,1370,443,0,0,4,0,0,0,443,3448,505.4,200.0,-198.4
17996,8.238,0.000,0.000,0.000,0.000,0.000,0.000,1374,444,0,0,0,0,0,0,444,3450,506.5,200.0,-198.4
18032,7.956,0.000,0.000,0.000,0.000,0.000,0.000,1374,446,0,0,0,0,0,0,446,4506,508.4,200.0,-198.4
18048,6.542,0.000,0.000,0.000,0.000,0.000,0.000,1374,444,0,0,0,0,0,0,444,5118,509.2,200.0,-198.5
18063,5.914,0.000,0.000,0.000,0.000,0.000,0.000,1374,444,0,0,0,0,0,0,444,4264,509.9,200.0,-198.5
18078,6.010,0.000,0.000,0.000,0.000,0.000,0.000,1374,444,0,0,0,0,0,0,444,4264,510.7,200.0,-198.5
18093,5.969,0.000,0.000,0.000,0.000,0.000,0.000,1374,442,0,0,0,0,0,0,442,4260,511.4,200.0,-198.5
18108,6.370,0.000,0.000,0.000,0.000,0.000,0.000,1374,441,0,0,0,0,0,0,441,4258,512.2,200.0,-198.5
18187,6.457,0.000,0.000,0.000,0.000,0.000,0.000,1334,442,0,0,6,0,0,0,442,4260,513.0,200.0,-198.6
18198,69.078,0.000,0.000,0.000,0.000,0.000,0.000,1340,443,0,0,6,0,0,0,443,4262,516.4,200.0,-198.6
18231,11.128,0.000,0.000,0.000,0.000,0.000,0.000,1346,448,0,0,6,0,0,0,448,3656,518.3,200.0,-198.6
18249,6.566,0.000,0.000,0.000,0.000,0.000,0.000,1352,446,0,0,6,0,0,0,446,3652,519.2,200.0,-198.6
18264,6.096,0.000,0.000,0.000,0.000,0.000,0.000,1358,451,0,0,6,0,0,0,451,3662,520.0,200.0,-198.6
18279,5.967,0.000,0.000,0.000,0.000,0.000,0.000,1364,451,0,0,6,0,0,0,451,2828,520.7,200.0,-198.6
18294,6.133,0.000,0.000,0.000,0.000,0.000,0.000,1370,451,0,0,4,0,0,0,451,2828,521.5,200.0,-198.6
18309,6.521,0.000,0.000,0.000,0.000,0.000,0.000,1374,451,0,0,0,0,0,0,451,2828,522.2,200.0,-198.6
18325,6.199,0.000,0.000,0.000,0.000,0.000,0.000,1374,452,0,0,0,0,0,0,452,1956,523.0,200.0,-198.6
18340,6.673,0.000,0.000,0.000,0.000,0.000,0.000,1374,450,0,0,0,0,0,0,450,4352,523.7,200.0,-198.5
18359,6.601,0.000,0.000,0.000,0.000,0.000,0.000,1374,445,0,0,0,0,0,0,445,3638,524.5,200.0,-198.5
18377,10.444,0.000,0.000,0.000,0.000,0.000,0.000,1374,445,0,0,0,0,0,0,445,3638,525.6,200.0,-198.5
18413,6.934,0.000,0.000,0.000,0.000,0.000,0.000,1374,444,0,0,0,0,0,0,444,3636,527.4,200.0,-198.5
18428,6.458,0.000,0.000,0.000,0.000,0.000,0.000,1374,441,0,0,0,0,0,0,441,3630,528.2,200.0,-198.4
18508,5.931,0.000,0.000,0.000,0.000,0.000,0.000,1334,441,0,0,6,0,0,0,441,3630,528.9,200.0,-198.4
18519,71.034,0.000,0.000,0.000,0.000,0.000,0.000,1340,441,0,0,6,0,0,0,441,3630,532.5,200.0,-198.3
18536,10.555,0.000,0.000,0.000,0.000,0.000,0.000,1346,441,0,0,6,0,0,0,441,3630,533.6,200.0,-198.2
18570,6.516,0.000,0.000,0.000,0.000,0.000,0.000,1352,439,0,0,6,0,0,0,439,3626,535.2,200.0,-198.1
18586,6.443,0.000,0.000,0.000,0.000,0.000,0.000,1358,444,0,0,6,0,0,0,444,2992,536.0,200.0,-198.1
18601,6.665,0.000,0.000,0.000,0.000,0.000,0.000,1364,443,0,0,6,0,0,0,443,2990,536.8,200.0,-198.1
18616,6.339,0.000,0.000,0.000,0.000,0.000,0.000,1370,445,0,0,4,0,0,0,445,2994,537.6,200.0,-198.0
18630,6.310,0.000,0.000,0.000,0.000,0.000,0.000,1374,444,0,0,0,0,0,0,444,1940,538.3,200.0,-198.0
18645,5.901,0.000,0.000,0.000,0.000,0.000,0.000,1374,445,0,0,0,0,0,0,445,1942,539.0,200.0,-197.9
18661,5.786,0.000,0.000,0.000,0.000,0.000,0.000,1374,443,0,0,0,0,0,0,443,1938,539.8,200.0,-197.9
18681,6.438,0.000,0.000,0.000,0.000,0.000,0.000,1374,443,0,0,0,0,0,0,443,3996,540.6,200.0,-197.8
18699,10.595,0.000,0.000,0.000,0.000,0.000,0.000,1374,442,0,0,0,0,0,0,442,3994,541.6,200.0,-197.8
18735,7.301,0.000,0.000,0.000,0.000,0.000,0.000,1374,442,0,0,0,0,0,0,442,3994,543.5,200.0,-197.6
18750,5.885,0.000,0.000,0.000,0.000,0.000,0.000,1374,439,0,0,0,0,0,0,439,2966,544.2,200.0,-197.6
18839,5.944,0.000,0.000,0.000,0.000,0.000,0.000,1333,440,0,0,6,0,0,0,440,2968,545.0,200.0,-197.5
18848,80.127,0.000,0.000,0.000,0.000,0.000,0.000,1339,436,0,0,6,0,0,0,436,2960,549.0,200.0,-197.2
18877,9.115,0.000,0.000,0.000,0.000,0.000,0.000,1345,439,0,0,6,0,0,0,439,1914,550.6,200.0,-197.0
18898,6.129,0.000,0.000,0.000,0.000,0.000,0.000,1351,444,0,0,6,0,0,0,444,1924,551.6,200.0,-196.9
18913,6.309,0.000,0.000,0.000,0.000,0.000,0.000,1357,443,0,0,6,0,0,0,443,1922,552.4,200.0,-196.8
18928,6.078,0.000,0.000,0.000,0.000,0.000,0.000,1363,446,0,0,6,0,0,0,446,1928,553.1,200.0,-196.8
18943,6.191,0.000,0.000,0.000,0.000,0.000,0.000,1369,445,0,0,5,0,0,0,445,890,553.9,200.0,-196.7
18959,6.054,0.000,0.000,0.000,0.000,0.000,0.000,1374,444,0,0,0,0,0,0,444,888,554.6,200.0,-196.6
18974,6.546,0.000,0.000,0.000,0.000,0.000,0.000,1374,449,0,0,0,0,0,0,449,898,555.4,200.0,-196.5
18989,6.694,0.000,0.000,0.000,0.000,0.000,0.000,1374,448,0,0,0,0,0,0,448,896,556.1,200.0,-196.4
19009,6.806,0.000,0.000,0.000,0.000,0.000,0.000,1374,448,0,0,0,0,0,0,448,896,556.9,200.0,-196.3
19027,11.161,0.000,0.000,0.000,0.000,0.000,0.000,1374,448,0,0,0,0,0,0,448,1752,557.9,200.0,-196.2
19062,7.855,0.000,0.000,0.000,0.000,0.000,0.000,1374,445,0,0,0,0,0,0,445,1746,559.7,200.0,-196.0
19077,6.322,0.000,0.000,0.000,0.000,0.000,0.000,1374,440,0,0,0,0,0,0,440,1736,560.5,200.0,-195.9
19171,6.031,0.000,0.000,0.000,0.000,0.000,0.000,1333,442,0,0,6,0,0,0,442,1740,561.3,200.0,-195.8
19180,85.106,0.000,0.000,0.000,0.000,0.000,0.000,1339,440,0,0,6,0,0,0,440,880,565.5,200.0,-195.2
19213,7.749,0.000,0.000,0.000,0.000,0.000,0.000,1345,445,0,0,6,0,0,0,445,890,567.2,200.0,-195.0
19228,6.088,0.000,0.000,0.000,0.000,0.000,0.000,1351,444,0,0,6,0,0,0,444,888,568.0,200.0,-194.9
19243,6.010,0.000,0.000,0.000,0.000,0.000,0.000,1357,450,0,0,6,0,0,0,450,900,568.7,200.0,-194.7
19259,6.559,0.000,0.000,0.000,0.000,0.000,0.000,1363,447,0,0,6,0,0,0,447,894,569.5,200.0,-194.6
19274,6.492,0.000,0.000,0.000,0.000,0.000,0.000,1369,451,0,0,5,0,0,0,451,902,570.2,200.0,-194.5
19288,6.651,0.000,0.000,0.000,0.000,0.000,0.000,1374,451,0,0,0,0,0,0,451,902,571.0,200.0,-194.4
19304,6.207,0.000,0.000,0.000,0.000,0.000,0.000,1374,449,0,0,0,0,0,0,449,898,571.7,200.0,-194.3
19323,6.047,0.000,0.000,0.000,0.000,0.000,0.000,1374,446,0,0,0,0,0,0,446,892,572.5,200.0,-194.2
19341,10.653,0.000,0.000,0.000,0.000,0.000,0.000,1374,446,0,0,0,0,0,0,446,892,573.5,200.0,-194.0
19377,7.333,0.000,0.000,0.000,0.000,0.000,0.000,1374,444,0,0,0,0,0,0,444,888,575.3,200.0,-193.7
19392,6.405,0.000,0.000,0.000,0.000,0.000,0.000,1374,446,0,0,0,0,0,0,446,892,576.1,200.0,-193.5
19489,6.401,0.000,0.000,0.000,0.000,0.000,0.000,1333,446,0,0,6,0,0,0,446,892,576.8,200.0,-193.4
19497,88.480,0.000,0.000,0.000,0.000,0.000,0.000,1339,446,0,0,6,0,0,0,446,892,581.2,200.0,-192.6
19533,7.266,0.000,0.000,0.000,0.000,0.000,0.000,1345,447,0,0,6,0,0,0,447,894,583.0,200.0,-192.2
19548,6.152,0.000,0.000,0.000,0.000,0.000,0.000,1351,446,0,0,6,0,0,0,446,892,583.7,200.0,-192.1
